embedding_row,job_id,provider,scenario_id,task_family,condition,perturbation_family,lambda,repetition,prompt_sha256,output_word_count,model_requested,model_returned,timestamp_utc,response_sha256,embedded_at_utc,embedding_model
18,b74c95829d959512b73bcab4,qwen,CR01,contextual_reasoning,nominal,,0.0,18,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,61,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:34.574870+00:00,5065298d9699a49ac5a93202c56d318e3944696acd81883eb64204271f67f2f7,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
19,c391e28f58b793d4ad158c67,qwen,CR01,contextual_reasoning,nominal,,0.0,19,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,59,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:36.253856+00:00,92a0d4abe9cbe5be2239fb89b74b1768db2ecd4509866af48ae46565983479ec,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
20,8182ec0f33e957ff38cd2eb1,qwen,CR01,contextual_reasoning,nominal,,0.0,20,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,60,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:37.933019+00:00,dd448153ce78d4ebc5ad5ae16be0a84bf78ca5acb99e57b9b6f03d80b73cbbfa,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
21,5de9fa24b7b44601969f3d6e,qwen,CR01,contextual_reasoning,nominal,,0.0,21,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,63,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:39.656293+00:00,59567efa2532fd66724ca9b88f5eb26b04e76d578c7def7facedbec29310296e,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
22,37ccde47f1ef0fd1744393a5,qwen,CR01,contextual_reasoning,nominal,,0.0,22,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,64,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:41.446066+00:00,2a21886e07c4ee14401c209a51b44a5d9799969f3d460719fc4a93c9d117ea0c,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
23,81d464b3eef855ff35089236,qwen,CR01,contextual_reasoning,nominal,,0.0,23,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,58,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:43.102897+00:00,71365df875d1fc20790b33f2d8094006b93a9714489fd273ce767ed287789d5e,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
24,7848fc8c2c31eefd3882856c,qwen,CR01,contextual_reasoning,nominal,,0.0,24,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,65,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:44.870638+00:00,38e3f5ed37d093a0daee34332ff6ec149092d76aad24eaa7ea194394138f1479,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
25,137a392d6524410c449beacd,qwen,CR01,contextual_reasoning,nominal,,0.0,25,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,58,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:46.505433+00:00,e4170b6a89f88637dffbe66324636be9a1372db575536d9a8c2b0b358787e4cb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
26,6b62c0f700dd33cdf9c050ae,qwen,CR01,contextual_reasoning,nominal,,0.0,26,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,59,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:48.139708+00:00,a9b55c0d28cd9c5bef3a61b9f144ed1ed9a3aaa598d7bc29a9140c7a3ea14580,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
27,9fb9b03517ac27e86115d30d,qwen,CR01,contextual_reasoning,nominal,,0.0,27,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,53,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:49.596925+00:00,90b190e4fe329675281d9b3efb96258abdee8383494e57d1398bfce46577ee07,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
28,427fb56c003062838779edbd,qwen,CR01,contextual_reasoning,nominal,,0.0,28,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,53,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:51.054272+00:00,650048b49896745d577d4cc097aec61924458f7063db71eee99691090b862abb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
29,7aa2f2755b23f9b4a1ef728e,qwen,CR01,contextual_reasoning,nominal,,0.0,29,10f693335eb7b88d7e89b73103cd3fc8b6fd56d3575250bb2c8d106959cfdab3,66,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:52.887946+00:00,039ad8a253e94ea5787c865bbcb42734577c2ddc9cd03f8a89d8f837a5cc6f56,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
30,567389e0e16cd4d246c52f1b,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,0,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,54,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:54.411606+00:00,89128ce2c1a5845513bb733537b9beb4852b6c924949f52833825edcb5e96113,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
31,fd5c76d0ac63553dccf05d92,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,1,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,51,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:55.846681+00:00,a5fe77166304256320140be2fa45024b8a5f31c1d4fa1ef6e376ec8fd71af0fb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
32,84835860824445fdbb451363,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,2,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,65,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:57.613738+00:00,ea62cea33dd257c9255dab363e347233f9014f1c067eb4ea7182feab6bfb832e,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
33,5692867b32d408c6b70bf762,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,3,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,66,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:57:59.380972+00:00,4337e2e39644cbefc75abc096c42077b2cc07dda149f97cb7416ab75f84bc75d,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
34,cf7d1627e0d2691e13872cfe,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,4,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,59,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:01.015213+00:00,c94094bbf6a0a39f59ed13a1ae3dbefa7a2797c3e38a23063522bec71ba8e161,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
35,089bc58e7fbf8343f1cea7f8,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,5,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,62,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:02.737964+00:00,626dfa19668d148a642ac15d047dec3d07bef1ef13f72c15aff5c9e8638a0e78,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
36,68651597aa2566a76b60bc79,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,6,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,59,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:04.372217+00:00,c94094bbf6a0a39f59ed13a1ae3dbefa7a2797c3e38a23063522bec71ba8e161,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
37,e168cfbd41d8efac214bab5e,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,7,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,57,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:05.984651+00:00,b15d92c6db6b5aa9f03a86587350e205f0268ffe70f9434dd8722c6191d672d8,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
38,63efe68b2d9cfb654b1482b8,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,8,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,62,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:07.663177+00:00,0426e931da05848b94be5e9580cbbc721f824c3d901f3b1ce1050b6e8a3112cd,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
39,cb4b95f290fad668cdd0b61a,qwen,CR01,contextual_reasoning,perturbed,semantic,0.25,9,3cc60b8e3220ab5b0c774e6adf447bd286d9c665f6a6d479f8328f34e0a56028,54,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:09.186764+00:00,b47aebee52a2fa0033fb8c66ec5a23a907610650525a200d76826fe45ec0ddd1,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
40,5eb4315b7be852dc3b869255,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,0,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,51,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:10.577805+00:00,d6c8fdba97e2ca91ef7721376677cbb58bdafb6c1c08a0627e589faa0b309ecb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
41,aec2060741078249dd5688f1,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,1,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,52,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:11.990854+00:00,b8cda9b591d827fc76cddd545747cb9b4b041c9af461aaf173e1c5ea34e9ee74,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
42,4a1233f43f16b90e7b2d72eb,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,2,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,58,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:13.559141+00:00,330ebfc312b4edffc40f28bbe173a68f856c57c37148d86965be8838c9804522,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
43,d5629a2e6d8f5af6740e506d,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,3,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,61,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:15.193520+00:00,4f9201754aac9a63de72b318ae41cfe277abff8ce8b22057fb7bc5ec810cfafb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
44,d281b3857bab83fbaefa0e13,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,4,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,62,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:16.850066+00:00,b86479d6594126283d9aac982d3b893ea2e4dbe32c1c260fc498fa024433b701,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
45,10157b59152cee8f170de28c,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,5,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,67,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:18.683689+00:00,f1a287f2745a5240b2723a571e8514dbff46b9ab14974739ad0d72c7220ebb3e,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
46,4b88f865729af0eba59cae39,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,6,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,60,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:20.274055+00:00,71653691a2e33f12c018760d955ddad1cbb9fdd152a3da0fd428a973dd9d32a8,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
47,0e314dcf745f268f9fbfe905,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,7,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,58,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:21.842006+00:00,602fecd0c50903b967c5af188304cfbb51cd70ac2d18d75238e593ab287c3637,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
48,e4bd9eb0ffba3baa0551cabe,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,8,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,61,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:23.454148+00:00,c605d274ffcd6a76e930da6aa4b821d4f64b252b2f58ab488994b48a53a580eb,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
49,d439e905c003f375fa54ece6,qwen,CR01,contextual_reasoning,perturbed,semantic,0.5,9,fb3d37aec3f83ca31533a5893f2846e7a682826099e4e8d619b594bb73f04ea6,67,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:25.288042+00:00,4137bb45b628a145c545bff46ae01da631e1f789e206027dacef81cd486c6d32,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
50,d1f8b21133f17d7e145cd713,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,0,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,51,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:26.657359+00:00,61ef9de364bd32c398664d731179cfe8d21cd4c60d54408aa71d8d500bf020e1,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
51,e56fe32cd5ddd031ecef72e8,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,1,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,71,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:28.602339+00:00,086a0a4e066e8ae277f9b9f83fd8aa8a03353fd14cb6467c254d981aa036516d,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
52,f072cd0610140889d6a40ed1,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,2,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,55,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:30.104412+00:00,50432ff698e351524052ac999a4a7e38e2064c8d1318a0842f9e3216780a698e,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
53,6dc83bbf59d12d274be575a7,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,3,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,61,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:31.871994+00:00,bc282d3f720256df872b6da664eead1d7d5825883227548919eb549955e06afd,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
54,ec77d2eee450a9d397a7214c,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,4,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,61,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:33.506584+00:00,85b148d6c62106713f91567b21de4202e6a7cf67c266d3d123fbf3c28eeb6ba1,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
55,e434b28e21eb4dca96ea18e9,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,5,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,52,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:34.944063+00:00,342d1c07983c3605b6d0be537d8b3a67a268ed71ade2cd9f2934e85c29a9c4e4,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
56,53ff284ceddaf1a2bb3937d0,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,6,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,57,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:36.601221+00:00,eca890eed3538a308da9e1b28100f74a1ac64a063a5bf8d146019f463a2d4529,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
57,47a4a804f26c4e22ff904966,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,7,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,56,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:38.169809+00:00,69f83e3dab42b48fafa0d5a3393af5fa670c6cba345cf52c6487053554f29d1d,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
58,aba3854304a3f6a8a97a852f,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,8,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,71,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:40.070417+00:00,87889e7ae8185d1c7f5dd4f3e2897db8754a29f2cdcc8582cfed87565f839930,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
59,412edbceb38bc2902a6e18e3,qwen,CR01,contextual_reasoning,perturbed,semantic,0.75,9,222eac7c4ecb9428b457c65d8d8777eb2d84c60d55f4563e3bb87526e05edda4,62,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:41.727281+00:00,3f3a70d739253e6a6f21b16ac2dbb794836c13acefaed9b791df6d4af3a3527f,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
60,6556d3930fdd36a225b51c8a,qwen,CR01,contextual_reasoning,perturbed,semantic,1.0,0,3d4744552082f80ece4eedf69e62689d9c457c528b671a592120bb8ba89edb10,62,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:43.428212+00:00,63596a2646174a3983eacd006f162c42b2c885f38df9fbc33353246203686e22,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
61,4c92485dd373dc3c288c0c32,qwen,CR01,contextual_reasoning,perturbed,semantic,1.0,1,3d4744552082f80ece4eedf69e62689d9c457c528b671a592120bb8ba89edb10,63,Qwen/Qwen3-4B,Qwen/Qwen3-4B,2026-08-29T15:58:45.129067+00:00,97dd5deecdb3d8341409541bfc60c6accf53d9ec45174059c143e1235f807fee,2026-08-29T18:47:41.503347+00:00,BAAI/bge-small-en-v1.5
